DISTRICT,LOCAL,Name,PROVINCE,PR_NAME,TYPE,mean,month,year,Date
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.52908884,8,2003,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.307073642,9,2003,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.013441555,10,2003,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.00225741,11,2003,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.009415198,12,2003,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.025571255,1,2004,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.01186522,2,2004,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.008443372,3,2004,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.118697526,4,2004,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.407229391,5,2004,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.525659228,6,2004,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.690508543,7,2004,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.267132933,8,2004,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.218941387,9,2004,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.09899628,10,2004,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.005310815,11,2004,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.002161873,12,2004,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.053323938,1,2005,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.011503813,2,2005,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.033605361,3,2005,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.021874645,4,2005,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.117716862,5,2005,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.324967925,6,2005,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.555252834,7,2005,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.382223051,8,2005,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.154052646,9,2005,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.107392043,10,2005,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.002400547,11,2005,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,4.87E-04,12,2005,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,2.43E-04,1,2006,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.009969895,2,2006,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.032288982,3,2006,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.06890928,4,2006,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.30612355,5,2006,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.302683288,6,2006,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.422783532,7,2006,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.411482994,8,2006,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.28023498,9,2006,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.060841786,10,2006,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.005231167,11,2006,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.013997498,12,2006,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.005673539,1,2007,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.170621339,2,2007,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.028941123,3,2007,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.065009303,4,2007,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.170050838,5,2007,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.363419868,6,2007,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,1.011206695,7,2007,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.573499016,8,2007,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.930890047,9,2007,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.084362406,10,2007,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.005427746,11,2007,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.002916858,12,2007,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.010250689,1,2008,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.013283149,2,2008,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.01983319,3,2008,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.029253945,4,2008,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.178578579,5,2008,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.767878467,6,2008,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.726778553,7,2008,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.560689033,8,2008,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.188711734,9,2008,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.054635842,10,2008,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.004746595,11,2008,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.005920081,12,2008,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.002409077,1,2009,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.00278986,2,2009,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.012430877,3,2009,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.007126822,4,2009,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.197193237,5,2009,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.283062959,6,2009,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.684566929,7,2009,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.715678269,8,2009,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.151740844,9,2009,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.076942833,10,2009,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.005356556,11,2009,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.003309862,12,2009,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.004282207,1,2010,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.023257713,2,2010,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.007142511,3,2010,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.03953468,4,2010,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.115759658,5,2010,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.318893717,6,2010,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.846901382,7,2010,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.825062729,8,2010,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.367732704,9,2010,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.076301372,10,2010,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.007472487,11,2010,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.002949589,12,2010,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.013473472,1,2011,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.022120413,2,2011,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.022620412,3,2011,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.032636441,4,2011,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.310503643,5,2011,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.349105727,6,2011,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.497017272,7,2011,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.570236304,8,2011,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.299895348,9,2011,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.025028474,10,2011,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.086935459,11,2011,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.014516747,12,2011,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.038302525,1,2012,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.046008889,2,2012,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.006147977,3,2012,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.070203841,4,2012,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.024894061,5,2012,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.435787775,6,2012,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.611028933,7,2012,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.378741413,8,2012,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.522963905,9,2012,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.035889429,10,2012,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,7.96E-04,11,2012,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.00212978,12,2012,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.014496822,1,2013,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.060991329,2,2013,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.017808781,3,2013,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.072096114,4,2013,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.200378799,5,2013,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.500030306,6,2013,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.477530974,7,2013,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.287968748,8,2013,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.165747752,9,2013,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.228823092,10,2013,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.009761651,11,2013,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.006889941,12,2013,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.02820557,1,2014,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.040443519,2,2014,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.025583719,3,2014,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.008780642,4,2014,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.089447147,5,2014,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.479233878,6,2014,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.472025694,7,2014,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.83122692,8,2014,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.35296676,9,2014,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.148942592,10,2014,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.009646075,11,2014,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.026328959,12,2014,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.046616911,1,2015,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.022626955,2,2015,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.074764754,3,2015,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.116356279,4,2015,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.122795564,5,2015,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.306842657,6,2015,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.397007021,7,2015,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.428921771,8,2015,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.183441592,9,2015,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.058586943,10,2015,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.003841842,11,2015,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.003341105,12,2015,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.013793276,1,2016,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.011507812,2,2016,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.045321476,3,2016,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.010834992,4,2016,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.363724357,5,2016,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.49010936,6,2016,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.947330733,7,2016,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.301864204,8,2016,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.44778717,9,2016,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.089634763,10,2016,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,7.86E-04,11,2016,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.006197947,12,2016,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.013916158,1,2017,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.004871307,2,2017,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.078284997,3,2017,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.101651771,4,2017,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.364367326,5,2017,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.443074375,6,2017,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.521826556,7,2017,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,1.084365967,8,2017,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.234543013,9,2017,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.042985848,10,2017,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.00121052,11,2017,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,5.95E-04,12,2017,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.010052588,1,2018,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.012805406,2,2018,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.018225967,3,2018,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.157652321,4,2018,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.284561923,5,2018,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.457893691,6,2018,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.715024899,7,2018,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.471562399,8,2018,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.221640802,9,2018,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.020851455,10,2018,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.001904487,11,2018,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.002944396,12,2018,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.03091657,1,2019,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.071544095,2,2019,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.023165833,3,2019,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.142240797,4,2019,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.064660507,5,2019,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.2678742,6,2019,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.803163215,7,2019,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.350936,8,2019,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.719015462,9,2019,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.051268624,10,2019,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.013501742,11,2019,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.021326963,12,2019,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.090227048,1,2020,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.046319631,2,2020,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.060223601,3,2020,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.205499277,4,2020,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.156152678,5,2020,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.607278921,6,2020,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.819434721,7,2020,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.329410129,8,2020,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.573721419,9,2020,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.019926584,10,2020,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.002976221,11,2020,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.001100039,12,2020,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.004430196,1,2021,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.011685774,2,2021,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.009745899,3,2021,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.022580429,4,2021,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.529594354,5,2021,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.556527396,6,2021,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.692008978,7,2021,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.711977082,8,2021,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.339346182,9,2021,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.36711942,10,2021,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.001490182,11,2021,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.041683879,12,2021,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.037932001,1,2022,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.065674545,2,2022,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.005972028,3,2022,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.068095845,4,2022,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.28196176,5,2022,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.39261679,6,2022,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.279830604,7,2022,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.322215386,8,2022,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.321053389,9,2022,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.153271998,10,2022,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.004959795,11,2022,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.001572773,12,2022,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.002171958,1,2023,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.007460549,2,2023,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.06343984,3,2023,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.027818516,4,2023,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.131587502,5,2023,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.244928765,6,2023,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.420849797,7,2023,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.451226133,8,2023,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.234095203,9,2023,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.100054748,10,2023,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.008814861,11,2023,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.001575609,12,2023,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.004451105,1,2024,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.00912238,2,2024,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.026412426,3,2024,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,9.20E-04,4,2024,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.187313181,5,2024,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.439034865,6,2024,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.705817365,7,2024,
